Species,Structure,Measure,published,unpublished,pct_diff,flag
Ursus arctos,Hippocampus,Structure mass (g),NA,4.13,NA,NA
Ursus arctos,Pons + Medulla,C,NA,525700000,NA,NA
Ursus arctos,Pons + Medulla,I,NA,22184539.999999996,NA,NA
Ursus arctos,Pons + Medulla,I/C,NA,0.042199999999999994,NA,NA
Ursus arctos,Pons + Medulla,I/N,NA,1.6187435196015405,NA,NA
Ursus arctos,Pons + Medulla,I/mg,NA,1939.2080419580416,NA,NA
Ursus arctos,Pons + Medulla,N,NA,13704790,NA,NA
Ursus arctos,Pons + Medulla,N/mg,NA,1197.9711538461538,NA,NA
Ursus arctos,Pons + Medulla,Structure mass (g),NA,11.44,NA,NA
Ursus arctos,Rest of brain,C,NA,2743825000,NA,NA
Ursus arctos,Rest of brain,I,NA,98777700.00000001,NA,NA
Ursus arctos,Rest of brain,I/C,NA,0.036000000000000004,NA,NA
Ursus arctos,Rest of brain,I/N,NA,1.2137188765031581,NA,NA
Ursus arctos,Rest of brain,I/mg,NA,2062.251033446073,NA,NA
Ursus arctos,Rest of brain,N,NA,81384332,NA,NA
Ursus arctos,Rest of brain,N/mg,NA,1699.1175414422314,NA,NA
Ursus arctos,Rest of brain,Structure mass (g),NA,47.898,NA,NA
Ursus arctos,Whole brain,C,NA,24698792500,NA,NA
Ursus arctos,Whole brain,I,NA,1131204696.5,NA,NA
Ursus arctos,Whole brain,I/C,NA,0.0458,NA,NA
Ursus arctos,Whole brain,I/N,NA,0.11801078858036874,NA,NA
Ursus arctos,Whole brain,I/mg,NA,3591.080419613719,NA,NA
Ursus arctos,Whole brain,N,NA,9585604080,NA,NA
Ursus arctos,Whole brain,N/mg,NA,30430.102728854235,NA,NA
Ursus arctos,Whole brain,Structure mass (g),NA,315.004,NA,NA
Wallabia bicolor,Cerebellum,C,NA,1528750000,NA,NA
Wallabia bicolor,Cerebellum,I,NA,26141625,NA,NA
Wallabia bicolor,Cerebellum,I/C,NA,0.0171,NA,NA
Wallabia bicolor,Cerebellum,I/N,NA,0.02185862201201585,NA,NA
Wallabia bicolor,Cerebellum,I/mg,NA,5914.39479638009,NA,NA
Wallabia bicolor,Cerebellum,N,NA,1195941125,NA,NA
Wallabia bicolor,Cerebellum,N/mg,NA,270574.91515837103,NA,NA
Wallabia bicolor,Cerebellum,Structure mass (g),NA,4.42,NA,NA
Wallabia bicolor,"Cerebral Cx, total - hp",C,NA,1115954750,NA,NA
Wallabia bicolor,"Cerebral Cx, total - hp",I,NA,88272020.72500001,NA,NA
Wallabia bicolor,"Cerebral Cx, total - hp",I/C,NA,0.0791,NA,NA
Wallabia bicolor,"Cerebral Cx, total - hp",I/N,NA,0.452347270518496,NA,NA
Wallabia bicolor,"Cerebral Cx, total - hp",I/mg,NA,6482.962744198003,NA,NA
Wallabia bicolor,"Cerebral Cx, total - hp",N,NA,195142154,NA,NA
Wallabia bicolor,"Cerebral Cx, total - hp",N/mg,NA,14331.826821386603,NA,NA
Wallabia bicolor,"Cerebral Cx, total - hp",Structure mass (g),NA,13.616,NA,NA
Wallabia bicolor,"Cerebral cortex, total (GM+WM+hippoc)",C,NA,1239254750,NA,NA
Wallabia bicolor,"Cerebral cortex, total (GM+WM+hippoc)",I,NA,95174764.8,NA,NA
Wallabia bicolor,"Cerebral cortex, total (GM+WM+hippoc)",I/C,NA,0.0768,NA,NA
Wallabia bicolor,"Cerebral cortex, total (GM+WM+hippoc)",I/N,NA,0.4573218453481549,NA,NA
Wallabia bicolor,"Cerebral cortex, total (GM+WM+hippoc)",I/mg,NA,6268.921406929258,NA,NA
Wallabia bicolor,"Cerebral cortex, total (GM+WM+hippoc)",N,NA,208113314,NA,NA
Wallabia bicolor,"Cerebral cortex, total (GM+WM+hippoc)",N/mg,NA,13707.898432354104,NA,NA
Wallabia bicolor,"Cerebral cortex, total (GM+WM+hippoc)",Structure mass (g),NA,15.182,NA,NA
Wallabia bicolor,Hippocampus,C,NA,123300000,NA,NA
Wallabia bicolor,Hippocampus,I,NA,6892470,NA,NA
Wallabia bicolor,Hippocampus,I/C,NA,0.0559,NA,NA
Wallabia bicolor,Hippocampus,I/N,NA,0.5313688212927756,NA,NA
Wallabia bicolor,Hippocampus,I/mg,NA,4401.3218390804595,NA,NA
Wallabia bicolor,Hippocampus,N,NA,12971160,NA,NA
Wallabia bicolor,Hippocampus,N/mg,NA,8282.988505747126,NA,NA
Wallabia bicolor,Hippocampus,Structure mass (g),NA,1.566,NA,NA
Wallabia bicolor,Pons + Medulla,C,NA,229500000,NA,NA
Wallabia bicolor,Pons + Medulla,I,NA,20241900,NA,NA
Wallabia bicolor,Pons + Medulla,I/C,NA,0.0882,NA,NA
Wallabia bicolor,Pons + Medulla,I/N,NA,1.925764192139738,NA,NA
Wallabia bicolor,Pons + Medulla,I/mg,NA,5042.825112107623,NA,NA
Wallabia bicolor,Pons + Medulla,N,NA,10511100,NA,NA
Wallabia bicolor,Pons + Medulla,N/mg,NA,2618.6098654708517,NA,NA
Wallabia bicolor,Pons + Medulla,Structure mass (g),NA,4.014,NA,NA
Wallabia bicolor,Rest of brain,C,NA,687750000,NA,NA
Wallabia bicolor,Rest of brain,I,NA,54676125,NA,NA
Wallabia bicolor,Rest of brain,I/C,NA,0.0795,NA,NA
Wallabia bicolor,Rest of brain,I/N,NA,1.715838107297693,NA,NA
Wallabia bicolor,Rest of brain,I/mg,NA,5252.269452449567,NA,NA
Wallabia bicolor,Rest of brain,N,NA,31865550,NA,NA
Wallabia bicolor,Rest of brain,N/mg,NA,3061.0518731988473,NA,NA
Wallabia bicolor,Rest of brain,Structure mass (g),NA,10.41,NA,NA
Wallabia bicolor,Whole brain,C,NA,3455754750,NA,NA
Wallabia bicolor,Whole brain,I,NA,175897916.775,NA,NA
Wallabia bicolor,Whole brain,I/C,NA,0.0509,NA,NA
Wallabia bicolor,Whole brain,I/N,NA,0.12249841086027252,NA,NA
Wallabia bicolor,Whole brain,I/mg,NA,5860.9195246901245,NA,NA
Wallabia bicolor,Whole brain,N,NA,1435919989,NA,NA
Wallabia bicolor,Whole brain,N/mg,NA,47844.86168865787,NA,NA
Wallabia bicolor,Whole brain,Structure mass (g),NA,30.012,NA,NA
