record_id,Species,Species_printed,Compilation,Table,source_row,source_snapshot_row,Region,Region_raw,Subregion_raw,Measure,measure_class,Value_raw,Units_raw,Value,SD,n,Units,conscious,condition_group,include_in_primary_merge,source_granularity,arm_identity_status,arm_ambiguity_group_id,derivation_role,exclusion_reason,primary_reference_ids,primary_references,primary_reference_raw,source_reference_ids,source_references,source_reference_levels,source_reference_types,reference_resolution_status,ref_raw,ref_keys_str
236,Saimiri sciureus,Saimiri,Kaufman__2004,TableA3,58,58,Thalamus,Thalamus,,CBF,cerebral_perfusion,96,mL/100g/min,96.0,,4.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,delgado1993,"(Delgado-Zygmunt et al., 1993)","(Delgado-Zygmunt et al., 1993)",delgado1993,"(Delgado-Zygmunt et al., 1993)",primary,journal_article,resolved,"(Delgado-Zygmunt et al., 1993)",delgado1993
237,Saimiri sciureus,Saimiri,Kaufman__2004,TableA5,30,30,White_matter,White Matter,,CBF,cerebral_perfusion,35,mL/100g/min,35.0,,4.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,delgado1993,"(Delgado-Zygmunt et al., 1993)","(Delgado-Zygmunt et al., 1993)",delgado1993,"(Delgado-Zygmunt et al., 1993)",primary,journal_article,resolved,"(Delgado-Zygmunt et al., 1993)",delgado1993
238,Sus scrofa,Sus,Kaufman__2004,TableA1,59,59,Basal_ganglia,Basal Ganglia,,CBF,cerebral_perfusion,102.6,mL/100g/min,102.6,,6.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,manohar1986,"(Manohar, 1986)","(Manohar, 1986)",manohar1986,"(Manohar, 1986)",primary,journal_article,resolved,"(Manohar, 1986)",manohar1986
239,Sus scrofa,Sus,Kaufman__2004,TableA1,60,60,Basal_ganglia,Basal Ganglia,,CBF,cerebral_perfusion,86,mL/100g/min,86.0,,6.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,manohar1986,"(Manohar, 1986)","(Manohar, 1986)",manohar1986,"(Manohar, 1986)",primary,journal_article,resolved,"(Manohar, 1986)",manohar1986
240,Sus scrofa,Sus,Kaufman__2004,TableA1,61,61,Basal_ganglia,Basal Ganglia,,CBF,cerebral_perfusion,83.7,mL/100g/min,83.7,,6.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,manohar1986,"(Manohar, 1986)","(Manohar, 1986)",manohar1986,"(Manohar, 1986)",primary,journal_article,resolved,"(Manohar, 1986)",manohar1986
241,Sus scrofa,Sus,Kaufman__2004,TableA4,42,42,Cerebellum,Cerebellum,,CBF,cerebral_perfusion,42,mL/100g/min,42.0,,4.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,miller1987,"(Miller et al., 1987)","(Miller et al., 1987)",miller1987,"(Miller et al., 1987)",primary,journal_article,resolved,"(Miller et al., 1987)",miller1987
242,Sus scrofa,Sus,Kaufman__2004,TableA4,43,43,Cerebellum,Cerebellum,,CBF,cerebral_perfusion,88.8,mL/100g/min,88.8,,6.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,manohar1986,"(Manohar, 1986)","(Manohar, 1986)",manohar1986,"(Manohar, 1986)",primary,journal_article,resolved,"(Manohar, 1986)",manohar1986
243,Sus scrofa,Sus,Kaufman__2004,TableA4,44,44,Cerebellum,Cerebellum,,CBF,cerebral_perfusion,70,mL/100g/min,70.0,,6.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,manohar1986,"(Manohar, 1986)","(Manohar, 1986)",manohar1986,"(Manohar, 1986)",primary,journal_article,resolved,"(Manohar, 1986)",manohar1986
244,Sus scrofa,Sus,Kaufman__2004,TableA4,45,45,Cerebellum,Cerebellum,,CBF,cerebral_perfusion,89.8,mL/100g/min,89.8,,6.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,manohar1986,"(Manohar, 1986)","(Manohar, 1986)",manohar1986,"(Manohar, 1986)",primary,journal_article,resolved,"(Manohar, 1986)",manohar1986
245,Sus scrofa,Sus,Kaufman__2004,TableA6,66,66,Neocortex,Neocortex,,CBF,cerebral_perfusion,29,mL/100g/min,29.0,,4.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,miller1987,"(Miller et al., 1987)","(Miller et al., 1987)",miller1987,"(Miller et al., 1987)",primary,journal_article,resolved,"(Miller et al., 1987)",miller1987
246,Sus scrofa,Sus,Kaufman__2004,TableA5,31,31,White_matter,White Matter,,CBF,cerebral_perfusion,19,mL/100g/min,19.0,,4.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,miller1987,"(Miller et al., 1987)","(Miller et al., 1987)",miller1987,"(Miller et al., 1987)",primary,journal_article,resolved,"(Miller et al., 1987)",miller1987
247,Sus scrofa,Sus,Kaufman__2004,TableA5,32,32,White_matter,White Matter,,CBF,cerebral_perfusion,33.6,mL/100g/min,33.6,,6.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,manohar1986,"(Manohar, 1986)","(Manohar, 1986)",manohar1986,"(Manohar, 1986)",primary,journal_article,resolved,"(Manohar, 1986)",manohar1986
248,Sus scrofa,Sus,Kaufman__2004,TableA5,33,33,White_matter,White Matter,,CBF,cerebral_perfusion,27.9,mL/100g/min,27.9,,6.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,manohar1986,"(Manohar, 1986)","(Manohar, 1986)",manohar1986,"(Manohar, 1986)",primary,journal_article,resolved,"(Manohar, 1986)",manohar1986
249,Sus scrofa,Sus,Kaufman__2004,TableA5,34,34,White_matter,White Matter,,CBF,cerebral_perfusion,29.7,mL/100g/min,29.7,,6.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,manohar1986,"(Manohar, 1986)","(Manohar, 1986)",manohar1986,"(Manohar, 1986)",primary,journal_article,resolved,"(Manohar, 1986)",manohar1986
250,Sus scrofa,Sus,Kaufman__2004,TableA14,120,120,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,37,mL/100g/min,37.0,,7.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,poulsen1997,"(Poulsen et al., 1997)","(Poulsen et al., 1997)",poulsen1997,"(Poulsen et al., 1997)",primary,journal_article,resolved,"(Poulsen et al., 1997)",poulsen1997
251,Sus scrofa,Sus,Kaufman__2004,TableA14,121,121,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,56.1,mL/100g/min,56.1,,9.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,akeson1992,"(Akeson et al., 1992)","(Akeson et al., 1992)",akeson1992,"(Akeson et al., 1992)",primary,journal_article,resolved,"(Akeson et al., 1992)",akeson1992
252,Sus scrofa,Sus,Kaufman__2004,TableA14,122,122,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,30,mL/100g/min,30.0,,4.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,miller1987,"(Miller et al., 1987)","(Miller et al., 1987)",miller1987,"(Miller et al., 1987)",primary,journal_article,resolved,"(Miller et al., 1987)",miller1987
253,Sus scrofa,Sus,Kaufman__2004,TableA14,123,123,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,42.3,mL/100g/min,42.3,,11.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,sakoh2000,"(Sakoh et al., 2000)","(Sakoh et al., 2000)",sakoh2000,"(Sakoh et al., 2000)",primary,journal_article,resolved,"(Sakoh et al., 2000)",sakoh2000
254,Sus scrofa,Sus,Kaufman__2004,TableA14,124,124,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,34,mL/100g/min,34.0,,8.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,stange1989,"(Stange et al., 1989)","(Stange et al., 1989)",stange1989,"(Stange et al., 1989)",primary,journal_article,resolved,"(Stange et al., 1989)",stange1989
255,Sus scrofa,Sus,Kaufman__2004,TableA14,125,125,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,45.6,mL/100g/min,45.6,,18.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,madsen1990,"(Madsen et al., 1990a)","(Madsen et al., 1990a)",madsen1990,"(Madsen et al., 1990a)",primary,journal_article,resolved,"(Madsen et al., 1990a)",madsen1990
256,Canis lupus familiaris,dog,Karbowski__2007,TableS1,5,5,Whole_brain,Brain,Brain,CMRO2,cerebral_metabolic_rate,0.061,ml/g/min,6.1,0.2,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nakanishi1997,Nakanishi et al 1997,Nakanishi et al 1997,nakanishi1997,Nakanishi et al 1997,primary,journal_article,resolved,Nakanishi et al 1997,nakanishi1997
