"registry_key","Citation (APA 7th-Annotated)","sequence","DOI if different from article or doi Alt","Item number","1st Author","other author(s)","year","Publication name","DOI (or Alt)","Item name","Item encoded","Public TSV match from AUTO_Public_TSV_FileList (generated by _tools/file_list.R; do not edit manually)","Item full original title","Source format","N.B.","Progress stage","Snapshot name if unchanged","Source URL link","Flags pre-addressed","Flags possible","Flags active (skips)","Topic","Taxon","Main Trait(s)","Other Trait(s)","Material type (e.g. histological, MRI)","Method","Measure type","Team","Collection","Data role (primary/secondary/both)","Source (if secondary)","recommendation"
"Stephan_Pirlot_1970_Table1","Stephan, H., & Pirlot, P. (1970). Volumetric Comparisons of Brain Structures in Bats. Z Zool Syst Evol, 8(1), 200-236. https://doi.org/10.1111/j.1439-0469.1970.tb00876.x","","","Table 1","Stephan","Pirlot","1970","Stephan_Pirlot_1970","10.1111%2Fj.1439-0469.1970.tb00876.x","Stephan_Pirlot_1970_Table1","10.1111%2Fj.1439-0469.1970.tb00876.x_Table1","10.1111%2Fj.1439-0469.1970.tb00876.x_Table1.tsv","Absolute volume of the various structures or complexes (in mm3)","table","","","","https://doi.org/10.1111/j.1439-0469.1970.tb00876.x","Table caption, column definitions, species list and correction convention read directly from the PDF (pp. 202-205) on 2026-08-31; species list cross-checked against the Material and Methods listing of 18 species in 8 families.","Historical bat taxon concepts need curator decisions before merge (Chaerophon leucostigma, Vampyrops helleri, Cynopterus brachyotis / horsfieldii, Myotis nattereri) — the same class of decision already on HOLD for Baron et al. 1996. Check overlap with Baron et al. 1996 Tables 10/32 and with Pirlot & Stephan (1970) encephalization before wiring.","","","Mammals","Brain structure volumes; total brain; body weight","Brain structure volumes (mm3); total brain volume; body weight (g)","histological sections","Serial 10 um paraffin sections; volumes by planimetry of enlarged photographs of sections at equal intervals; comparison by allometry against basal Insectivores","volume","Stephan","Stephan","primary","","Add. The only raw comparative table in the paper: absolute mm3 volumes for 18 bat species, Stephan-compatible and not otherwise held. Tables 2-5 are all derived from it and go to SOURCE_DISPOSITION. Resolve the bat taxon concepts and the Baron 1996 overlap before wiring into __merging_volumes."
"Stephan_etal_1970_TABLE1","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","","ISBN:0390672505","TABLE 1","Stephan","etal","1970","Stephan_etal_1970","ISBN%3A0390672505","Stephan_etal_1970_TABLE1","ISBN%3A0390672505_TABLE1","ISBN%3A0390672505_TABLE1.tsv","TABLE 1 Data on body and brain weight (in g and mg) and volume of the fundemental brain sections (in mm3) in Insectivores","table","","FINISHED","","","","","","","Insectivora, Scandentia","","","histological sections","volumetry","volume","","Stephan","primary","",""
"Stephan_etal_1970_TABLE2","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","","ISBN:0390672505","TABLE 2","Stephan","etal","1970","Stephan_etal_1970","ISBN%3A0390672505","Stephan_etal_1970_TABLE2","ISBN%3A0390672505_TABLE2","ISBN%3A0390672505_TABLE2.tsv","TABLE 2 Data on body and brain weight (in g and mg) and volume of the fundemental brain sections (in mm3) in Prosimians","table","","FINISHED","","","","","","","Primates","","","histological sections","volumetry","volume","","Stephan","primary","",""
"Stephan_etal_1970_TABLE3","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","","ISBN:0390672505","TABLE 3","Stephan","etal","1970","Stephan_etal_1970","ISBN%3A0390672505","Stephan_etal_1970_TABLE3","ISBN%3A0390672505_TABLE3","ISBN%3A0390672505_TABLE3.tsv","TABLE 3 Data on body and brain weight (in g and mg) and volume of the fundemental brain sections (in mm3) in Simians","table","","FINISHED","","","","","","","Primates","","","histological sections","volumetry","volume","","Stephan","primary","",""
"Stephan_etal_1970_TABLE4","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","","ISBN:0390672505","TABLE 4","Stephan","etal","1970","Stephan_etal_1970","ISBN%3A0390672505","Stephan_etal_1970_TABLE4","ISBN%3A0390672505_TABLE4","ISBN%3A0390672505_TABLE4.tsv","TABLE 4 Volume of the various components of the telencephalon in Insectivores (in mm3)","table","","FINISHED","","","","","","","Insectivora, Scandentia","","","histological sections","volumetry","volume","","Stephan","primary","",""
"Stephan_etal_1970_TABLE5","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","","ISBN:0390672505","TABLE 5","Stephan","etal","1970","Stephan_etal_1970","ISBN%3A0390672505","Stephan_etal_1970_TABLE5","ISBN%3A0390672505_TABLE5","ISBN%3A0390672505_TABLE5.tsv","TABLE 5 Volume of the various components of the telencephalon in Prosimians (in mm3)","table","","FINISHED","","","","","","","Primates","","","histological sections","volumetry","volume","","Stephan","primary","",""
"Stephan_etal_1970_TABLE6","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","","ISBN:0390672505","TABLE 6","Stephan","etal","1970","Stephan_etal_1970","ISBN%3A0390672505","Stephan_etal_1970_TABLE6","ISBN%3A0390672505_TABLE6","ISBN%3A0390672505_TABLE6.tsv","TABLE 6 Volume of the various components of the telencephalon in Simians (in mm3)","table","","FINISHED","","","","","","","Primates","","","histological sections","volumetry","volume","","Stephan","primary","",""
"Stephan_etal_1970_Tables1-6","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","","ISBN:0390672505","Tables 1-6","Stephan","etal","1970","Stephan_etal_1970","ISBN%3A0390672505","Stephan_etal_1970_Tables1-6","ISBN%3A0390672505_Tables1-6","ISBN%3A0390672505_Tables1-6.tsv","","tables combined","Tables 1-6 combined","FINISHED","","","","","","","Insectivora, Scandentia & Primates","","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableI","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table I","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableI","10.1159%2F000155963_TableI","10.1159%2F000155963_TableI.tsv","Table I. Data on body weights (g). brain weights (mg). and volumes or total brain and fundamental brain parts (mm3) in insectivores","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableII","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table II","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableII","10.1159%2F000155963_TableII","10.1159%2F000155963_TableII.tsv","Table II. Data on body weights (g), brain weights (mg), and volumes of total brain and fundamental brain parts (mm1) in prosimians; for comments on structures see table I","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableIII","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table III","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableIII","10.1159%2F000155963_TableIII","10.1159%2F000155963_TableIII.tsv","Table III. Data on body weights (g). brain weights (mg), and volumes or total brain and fundamental brain pans (mm>) in simians; for comments on structures see table I","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableIV","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table IV","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableIV","10.1159%2F000155963_TableIV","10.1159%2F000155963_TableIV.tsv","Table IV: Volumes of the telencephalon and of its components (mm3) in insectivores","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableIX","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table IX","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableIX","10.1159%2F000155963_TableIX","10.1159%2F000155963_TableIX.tsv","Table IX. Volumes of visual cortex (area striata) and lateral geniculate body (mm3) in primates","","","FINISHED","","","","","","","","","","","","","","","","",""
"Stephan_etal_1981_TableV","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table V","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableV","10.1159%2F000155963_TableV","10.1159%2F000155963_TableV.tsv","Table V. Volumes of the telencephalon and of its components (mm3) in prosimians; for comments on structures see table IV","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableVI","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table VI","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableVI","10.1159%2F000155963_TableVI","10.1159%2F000155963_TableVI.tsv","Table VI. Volumes of the telencephalon and of its components (mm3) in simians: for comments on structures see table IV","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableVII","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table VII","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableVII","10.1159%2F000155963_TableVII","10.1159%2F000155963_TableVII.tsv","Table VIl. Volumes of components of the diencephalon (mm3) in insectivores","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableVIII","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table VIII","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableVIII","10.1159%2F000155963_TableVIII","10.1159%2F000155963_TableVIII.tsv","Table VIII. Volumes of components of the diencephalon (mm3) in primates","","","FINISHED","","","","","","","","","","","","","","","","",""
"Stephan_etal_1981_TableX","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table X","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableX","10.1159%2F000155963_TableX","10.1159%2F000155963_TableX.tsv","Table X. Volume of paleocortex, of amygdala and ils various components (mm3) in insectivores","","","FINISHED","","","","","","","","","","","","","","","","",""
"Stephan_etal_1981_TableXI","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table XI","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableXI","10.1159%2F000155963_TableXI","10.1159%2F000155963_TableXI.tsv","Table XI. Volumes of paleocortex, of amygdala and its various components (mm3) in primates: for comments on structures see table X","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableXII","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table XII","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableXII","10.1159%2F000155963_TableXII","10.1159%2F000155963_TableXII.tsv","Table XII. Volumes of vestibular complex and its various components (mm3) in insectivores","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableXIII","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table XIII","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableXIII","10.1159%2F000155963_TableXIII","10.1159%2F000155963_TableXIII.tsv","Table XIII. Volumes of vestibular complex and its various components (mm3) in primates","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableXIV","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table XIV","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableXIV","10.1159%2F000155963_TableXIV","10.1159%2F000155963_TableXIV.tsv","Table XIV. Volumes of various periventricular structures (mm 3) in insectivores","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableXV","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table XV","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableXV","10.1159%2F000155963_TableXV","10.1159%2F000155963_TableXV.tsv","Table XV. Volumes of various periventricular structures (mm3) in prosimians","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1981_TableXVI","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","","","Table XVI","Stephan","etal","1981","Stephan_etal_1981","10.1159%2F000155963","Stephan_etal_1981_TableXVI","10.1159%2F000155963_TableXVI","10.1159%2F000155963_TableXVI.tsv","Table XVI. Volumes of various periventricular structures (mm3) in simians","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","brain structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1982_Table1","Stephan, H., Baron, G., & Frahm, H. D. (1982). Comparison of brain structure volumes in Insectivora and Primates. II. Accessory olfactory bulb (AOB). J Hirnforsch, 23(5), 575-591. https://www.ncbi.nlm.nih.gov/pubmed/7161483","","PMID:7161483","Table 1","Stephan","etal","1982","Stephan_etal_1982","PMID%3A7161483","Stephan_etal_1982_Table1","PMID%3A7161483_Table1","PMID%3A7161483_Table1.tsv","Table 1. Data on AOB and its three measured components in the 61 species. All volumes (columns 2 and 7-9) are in mm3.","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","accessory olfactory bulb volume","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1984_Table1","Stephan, H., Frahm, H. D., & Baron, G. (1984). Comparison of brain structure volumes in insectivora and primates. IV. Non-cortical visual structures. J Hirnforsch, 25(4), 385-403. https://www.ncbi.nlm.nih.gov/pubmed/6481154","","PMID:6481154","Table 1","Stephan","etal","1984","Stephan_etal_1984","PMID%3A6481154","Stephan_etal_1984_Table1","PMID%3A6481154_Table1","PMID%3A6481154_Table1.tsv","Table 1. Data on half surface of eyes (HSE), cross-sectional areas of nervus opticus (NOA), and the dorsal lateral geniculate body (CGL).","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","non-cortical visual structure volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1987_Table1","Stephan, H., Frahm, H. D., & Baron, G. (1987). Comparison of brain structure volumes in Insectivora and primates. VII. Amygdaloid components. J Hirnforsch, 28(5), 571-584. https://www.ncbi.nlm.nih.gov/pubmed/3693895","","PMID:3693895","Table 1","Stephan","etal","1987","Stephan_etal_1987","PMID%3A3693895","Stephan_etal_1987_Table1","PMID%3A3693895_Table1","PMID%3A3693895_Table1.tsv","Table 1. Volumes and indices of the amygdala (AMY) and amygdaloid components (LAM, MAM, MCB, NTO) in Macroscelidea, Insectivora and Scandentia","table","","FINISHED","","","","","","","Insectivora, Scandentia & Primates","amygdaloid component volumes","","histological sections","volumetry","volume","Stephan","Stephan","primary","",""
"Stephan_etal_1988_TABLE1","Stephan, H., Baron, G., & Frahm, H. D. (1988). Comparative size of brains and brain components. In H. D. Stelis & J. Erwin (Eds.), Neurosciences (Vol. 4, pp. 1-38). Liss.","","ISBN:0845140000","TABLE 1","Stephan","etal","1988","Stephan_etal_1988","ISBN%3A0845140000","Stephan_etal_1988_TABLE1","ISBN%3A0845140000_TABLE1","ISBN%3A0845140000_TABLE1.tsv","TABLE I. Body Weights (BoWs in g), Brain Weights (BrWs in mg), and Encephalization Indexes (Els) of Tenrecinae, Scandentia, and the 45 Primate Species Whose Brain Structures Were Measured. Some Ecoethological Characteristics Are Given for the Primate Species","","","FINISHED","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table10","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 10","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table10","10.1007%2F978-1-4613-9124-1_Table10","notfound","Table 10. Volumes of the five fundamental brain parts","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table13","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 13","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table13","10.1007%2F978-1-4613-9124-1_Table13","notfound","Table 13. Volumes of the sensory trigeminal complex and of the tractus solitarii and funicular nuclei of the medulla oblongata","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table16","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 16","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table16","10.1007%2F978-1-4613-9124-1_Table16","notfound","Table 16. Volumes of some relay nuclei of the medulla oblongata","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table19","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 19","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table19","10.1007%2F978-1-4613-9124-1_Table19","notfound","Table 19. Volumes of motor nuclei of the medulla oblongata","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table2","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 2","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table2","10.1007%2F978-1-4613-9124-1_Table2","notfound","Table 2. Linear measures of brains in mm","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table22","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 22","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table22","10.1007%2F978-1-4613-9124-1_Table22","notfound","Table 22. Volumes of the vestibular nuclei of the medulla oblongata","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table25","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 25","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table25","10.1007%2F978-1-4613-9124-1_Table25","notfound","Table 25. Volumes of the auditory nuclei of the medulla oblongata","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table28","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 28","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table28","10.1007%2F978-1-4613-9124-1_Table28","notfound","Table 28. Volumes of mesencephalic components","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table31","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 31","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table31","10.1007%2F978-1-4613-9124-1_Table31","notfound","Table 31. Volumes of cerebellar nuclei and ventral pons","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table34","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 34","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table34","10.1007%2F978-1-4613-9124-1_Table34","notfound","Table 34. Volumes of diencephalic components","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table37","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 37","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table37","10.1007%2F978-1-4613-9124-1_Table37","notfound","Table 37. Volumes of subthalamic components and geniculate bodies","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table40","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 40","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table40","10.1007%2F978-1-4613-9124-1_Table40","notfound","Table 40. Volumes of some periventricular and septal structures","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table43","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 43","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table43","10.1007%2F978-1-4613-9124-1_Table43","notfound","Table 43. Volumes of telencephalic components","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table46","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 46","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table46","10.1007%2F978-1-4613-9124-1_Table46","notfound","Table 46. Volumes of main olfactory bulbs and some of its layers","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table49","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 49","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table49","10.1007%2F978-1-4613-9124-1_Table49","notfound","Table 49. Volumes of accessory olfactory bulbs and some of its layers","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table5","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 5","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table5","10.1007%2F978-1-4613-9124-1_Table5","notfound","Table 5. Average body weights (BoW) and brain weights (BrW) of 53 species of Insectivora. n = number of individuals; CV = coefficient of variation","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table52","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 52","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table52","10.1007%2F978-1-4613-9124-1_Table52","notfound","Table 52. Volumes of paleocortical components","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table55","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 55","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table55","10.1007%2F978-1-4613-9124-1_Table55","notfound","Table 55. Volumes of amygdala and some amygdaloid components","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table58","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 58","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table58","10.1007%2F978-1-4613-9124-1_Table58","notfound","Table 58. Volumes of hippocampal components","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table61","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 61","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table61","10.1007%2F978-1-4613-9124-1_Table61","notfound","Table 61. Volumes of neocortical components","","","","","","","","","","","","","","","","","","","",""
