"species_sci"	"Binomial"	"order"	"family"	"genus"	"species"	"Sample_size.brain"	"Sample_size.body"	"Sex"	"Mean_brain_mass_g"	"Mean_body_mass_g"	"BrainReference1"	"BrainReference2"	"Brain.resid"	"T_resid"
"Panthera tigris"	"Panthera_tigris"	"Carnivora"	"Felidae"	"Panthera"	"tigris"	"3"	NA	"Both"	"269.73"	"195000"	"Boddy2012"	"Crile & Quiring 1940; Sherwoodetal.2008; Silva & Downing 1995"	"-0.276656979"	"-0.1755459"
"Arctocephalus galapagoensis"	"Arctocephalus_galapagoensis"	"Carnivora"	"Otariidae"	"Arctocephalus"	"galapagoensis"	"2"	NA	"Both"	"291.25"	"45950"	"Boddy2012"	"Bininda-Emonds 2000"	"0.227495855"	"0.266160204"
"Arctocephalus australis"	"Arctocephalus_australis"	"Carnivora"	"Otariidae"	"Arctocephalus"	"australis"	"2"	NA	"Both"	"307.5"	"103750"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.014204341"	"0.059645355"
"Halichoerus grypus"	"Halichoerus_grypus"	"Carnivora"	"Phocidae"	"Halichoerus"	"grypus"	"2"	NA	"Both"	"307.5"	"194000"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.218066435"	"-0.117177476"
"Arctocephalus forsteri"	"Arctocephalus_forsteri"	"Carnivora"	"Otariidae"	"Arctocephalus"	"forsteri"	"2"	NA	"Both"	"320"	"109690"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.015033848"	"0.061221101"
"Arctocephalus tropicalis"	"Arctocephalus_tropicalis"	"Carnivora"	"Otariidae"	"Arctocephalus"	"tropicalis"	"2"	NA	"Both"	"326.25"	"101250"	"Boddy2012"	"Bininda-Emonds 2000"	"0.019445938"	"0.092241864"
"Callorhinus ursinus"	"Callorhinus_ursinus"	"Carnivora"	"Otariidae"	"Callorhinus"	"ursinus"	"3"	NA	"Both"	"334.83"	"150916.67"	"Boddy2012"	"Bininda-Emonds 2000; Scheffer 1960"	"-0.099288052"	"-0.009248528"
"Ursus arctos"	"Ursus_arctos"	"Carnivora"	"Ursidae"	"Ursus"	"arctos"	"3"	NA	"Both"	"335.97"	"131022.67"	"Boddy2012"	"Count 1947; Crile & Quiring 1940; Sherwoodetal.2008; Silva & Downing 1995"	"-0.051768416"	"0.032164126"
"Arctocephalus gazella"	"Arctocephalus_gazella"	"Carnivora"	"Otariidae"	"Arctocephalus"	"gazella"	"2"	NA	"Both"	"340"	"96600"	"Boddy2012"	"Bininda-Emonds 2000"	"0.052687904"	"0.123452715"
"Arctocephalus pusillus"	"Arctocephalus_pusillus"	"Carnivora"	"Otariidae"	"Arctocephalus"	"pusillus"	"4"	NA	"Both"	"369.38"	"178750"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.111771173"	"-0.014419195"
"Neophoca cinerea"	"Neophoca_cinerea"	"Carnivora"	"Otariidae"	"Neophoca"	"cinerea"	"2"	NA	"Both"	"388.75"	"189275"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.108209722"	"-0.008386014"
"Phocarctos hookeri"	"Phocarctos_hookeri"	"Carnivora"	"Otariidae"	"Phocarctos"	"hookeri"	"2"	NA	"Both"	"393.75"	"273500"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.222558717"	"-0.106832176"
"Cystophora cristata"	"Cystophora_cristata"	"Carnivora"	"Phocidae"	"Cystophora"	"cristata"	"2"	NA	"Both"	"455"	"282840"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.170705612"	"-0.053528344"
"Monachus monachus"	"Monachus_monachus"	"Carnivora"	"Phocidae"	"Monachus"	"monachus"	"2"	NA	"Both"	"480"	"280500"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.144769774"	"-0.027951417"
"Ommatophoca rossii"	"Ommatophoca_rossii"	"Carnivora"	"Phocidae"	"Ommatophoca"	"rossii"	"2"	NA	"Both"	"495"	"179400"	"Boddy2012"	"Bininda-Emonds 2000"	"0.014178347"	"0.11168714"
"Otaria flavescens"	"Otaria_flavescens"	"Carnivora"	"Otariidae"	"Otaria"	"flavescens"	"2"	NA	"Both"	"506.25"	"222000"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.045460356"	"0.061253117"
"Ursus maritimus"	"Ursus_maritimus"	"Carnivora"	"Ursidae"	"Ursus"	"maritimus"	"2"	NA	"Both"	"507"	"317000"	"Boddy2012"	"Count 1947; Crile & Quiring 1940"	"-0.160848216"	"-0.038744993"
"Leptonychotes weddellii"	"Leptonychotes_weddellii"	"Carnivora"	"Phocidae"	"Leptonychotes"	"weddellii"	">2"	NA	"Both"	"564.17"	"378666.67"	"Boddy2012"	"Bininda-Emonds 2000; Robin 1973; Silva & Downing 1995"	"-0.172345083"	"-0.042562436"
"Lobodon carcinophaga"	"Lobodon_carcinophaga"	"Carnivora"	"Phocidae"	"Lobodon"	"carcinophaga"	"2"	NA	"Both"	"586.25"	"222250"	"Boddy2012"	"Bininda-Emonds 2000"	"0.017890864"	"0.124652961"
"Eumetopias jubatus"	"Eumetopias_jubatus"	"Carnivora"	"Otariidae"	"Eumetopias"	"jubatus"	"2"	NA	"Both"	"661.25"	"643775"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.276248747"	"-0.123538887"
"Hydrurga leptonyx"	"Hydrurga_leptonyx"	"Carnivora"	"Phocidae"	"Hydrurga"	"leptonyx"	"2"	NA	"Both"	"712.5"	"345500"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.041113156"	"0.084709399"
"Mirounga leonina"	"Mirounga_leonina"	"Carnivora"	"Phocidae"	"Mirounga"	"leonina"	"2"	NA	"Both"	"1205"	"2006500"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.385909583"	"-0.184087321"
"Odobenus rosmarus"	"Odobenus_rosmarus"	"Carnivora"	"Odobenidae"	"Odobenus"	"rosmarus"	"2"	NA	"Both"	"1410.25"	"1022225"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.097929002"	"0.074757115"
"Vulpes vulpes"	"Vulpes_vulpes"	"Carnivora"	"Canidae"	"Vulpes"	"vulpes"	"6"	NA	"F or both"	"49.64"	"3722.71"	"Boddy2012"	"Crile & Quiring 1940; Warncke 1908; Silva & Downing 1995"	"0.277638956"	"0.207731257"
"Genetta tigrina"	"Genetta_tigrina"	"Carnivora"	"Viverridae"	"Genetta"	"tigrina"	"1"	NA	"Female"	"15.35"	"1525"	"Boddy2012"	"Crile & Quiring 1940; Silva & Downing 1995"	"0.058610259"	"-0.04985375"
"Otocyon megalotis"	"Otocyon_megalotis"	"Carnivora"	"Canidae"	"Otocyon"	"megalotis"	"1"	NA	"Female"	"26.09"	"3335"	"Boddy2012"	"Crile & Quiring 1940; Silva & Downing 1995"	"0.034104118"	"-0.040554948"
"Potos flavus"	"Potos_flavus"	"Carnivora"	"Procyonidae"	"Potos"	"flavus"	"2"	NA	"Female"	"33.08"	"2241.5"	"Boddy2012"	"Count 1947; Crile & Quiring 1940; Silva & Downing 1995"	"0.266614551"	"0.174789986"
"Nasua nasua"	"Nasua_nasua"	"Carnivora"	"Procyonidae"	"Nasua"	"nasua"	"2"	NA	"Female"	"37.5"	"3187.5"	"Boddy2012"	"Count 1947; Spitzka 1903; Silva & Downing 1995"	"0.206395676"	"0.129782316"
"Bassariscus sumichrasti"	"Bassariscus_sumichrasti"	"Carnivora"	"Procyonidae"	"Bassariscus"	"sumichrasti"	"1"	NA	"Female"	"41.9"	"2722"	"Boddy2012"	"Count 1947"	"0.306000458"	"0.222566734"
"Melursus ursinus"	"Melursus_ursinus"	"Carnivora"	"Ursidae"	"Melursus"	"ursinus"	"1"	NA	"Female"	"267"	"136080"	"Boddy2012"	"Count 1947"	"-0.163893659"	"-0.078324931"
"Helarctos malayanus"	"Helarctos_malayanus"	"Carnivora"	"Ursidae"	"Helarctos"	"malayanus"	"1"	NA	"Female"	"385.5"	"45020"	"Boddy2012"	"Count 1947"	"0.355914384"	"0.393695372"
"Erignathus barbatus"	"Erignathus_barbatus"	"Carnivora"	"Phocidae"	"Erignathus"	"barbatus"	"1"	NA	"Female"	"460"	"281000"	"Boddy2012"	"Crile & Quiring 1940; Silva & Downing 1995"	"-0.163833275"	"-0.046937977"
"Pagophilus groenlandicus"	"Pagophilus_groenlandicus"	"Carnivora"	"Phocidae"	"Pagophilus"	"groenlandicus"	NA	NA	"Female"	"275"	"132250"	"IslerVanSchaik2012"	NA	"-0.141773176"	"-0.057437828"
"Mirounga angustirostris"	"Mirounga_angustirostris"	"Carnivora"	"Phocidae"	"Mirounga"	"angustirostris"	NA	NA	"Female"	"670"	"7.00E+05"	"IslerVanSchaik2012"	NA	"-0.297812829"	"-0.141485587"
"Procyon lotor"	"Procyon_lotor"	"Carnivora"	"Procyonidae"	"Procyon"	"lotor"	"3"	NA	"M or both"	"41.07"	"4975.67"	"Boddy2012"	"Crile & Quiring 1940; Silva & Downing 1995"	"0.100836745"	"0.043462415"
"Nasua narica"	"Nasua_narica"	"Carnivora"	"Procyonidae"	"Nasua"	"narica"	"2"	NA	"M or both"	"44.17"	"6250"	"Boddy2012"	"Crile & Quiring 1940; Silva & Downing 1995"	"0.058167422"	"0.010644166"
"Phoca vitulina"	"Phoca_vitulina"	"Carnivora"	"Phocidae"	"Phoca"	"vitulina"	"7"	NA	"M or both"	"315"	"73635"	"Boddy2012"	"Bininda-Emonds 2000; Count 1947; Crile & Quiring 1940; Silva & Downing 1995"	"0.107939981"	"0.166977141"
"Mustela putorius"	"Mustela_putorius"	"Carnivora"	"Mustelidae"	"Mustela"	"putorius"	"1"	NA	"Male"	"7.87"	"915"	"Boddy2012"	"Count1947"	"-0.065135296"	"-0.1956682"
"Ichneumia albicauda"	"Ichneumia_albicauda"	"Carnivora"	"Herpestidae"	"Ichneumia"	"albicauda"	"1"	NA	"Male"	"28.3"	"4400"	"Boddy2012"	"Crile & Quiring 1940; Silva & Downing 1995"	"-0.020851985"	"-0.083538288"
"Urocyon cinereoargenteus"	"Urocyon_cinereoargenteus"	"Carnivora"	"Canidae"	"Urocyon"	"cinereoargenteus"	"1"	NA	"Male"	"37.28"	"3749"	"Boddy2012"	"Crile & Quiring 1940; Silva & Downing 1995"	"0.15099089"	"0.081387217"
"Leptailurus serval"	"Leptailurus_serval"	"Carnivora"	"Felidae"	"Leptailurus"	"serval"	"1"	NA	"Male"	"54.1"	"11340"	"Boddy2012"	"Count 1947"	"-0.047814275"	"-0.06959949"
"Leopardus pardalis"	"Leopardus_pardalis"	"Carnivora"	"Felidae"	"Leopardus"	"pardalis"	"2"	NA	"Male"	"63.1"	"9525.5"	"Boddy2012"	"Count 1947"	"0.075812296"	"0.046494142"
"Lynx rufus"	"Lynx_rufus"	"Carnivora"	"Felidae"	"Lynx"	"rufus"	"1"	NA	"Male"	"65"	"6350"	"Boddy2012"	"Count 1947"	"0.220783051"	"0.173945561"
"Lynx canadensis"	"Lynx_canadensis"	"Carnivora"	"Felidae"	"Lynx"	"canadensis"	"1"	NA	"Male"	"69.5"	"14969"	"Boddy2012"	"Count 1947"	"-0.029462368"	"-0.039252647"
"Panthera pardus"	"Panthera_pardus"	"Carnivora"	"Felidae"	"Panthera"	"pardus"	"1"	NA	"Male"	"135"	"48000"	"Boddy2012"	"Crile & Quiring 1940; Silva & Downing 1995"	"-0.120653232"	"-0.080103221"
"Puma concolor"	"Puma_concolor"	"Carnivora"	"Felidae"	"Puma"	"concolor"	"1"	NA	"Male"	"154"	"54432"	"Boddy2012"	"Count 1947"	"-0.104426447"	"-0.058443682"
"Ursus americanus"	"Ursus_americanus"	"Carnivora"	"Ursidae"	"Ursus"	"americanus"	"1"	NA	"Male"	"248"	"25990"	"Boddy2012"	"Spitzka 1903; Silva & Downing 1995"	"0.343292737"	"0.35733854"
"Monachus schauinslandi"	"Monachus_schauinslandi"	"Carnivora"	"Phocidae"	"Monachus"	"schauinslandi"	"1"	NA	"Male"	"370"	"173000"	"Boddy2012"	"Bininda-Emonds 2000"	"-0.100392767"	"-0.00445336"
"Arctocephalus philippii"	"Arctocephalus_philippii"	"Carnivora"	"Otariidae"	"Arctocephalus"	"philippii"	"1"	NA	"Male"	"415"	"140000"	"Boddy2012"	"Bininda-Emonds 2000"	"0.01839279"	"0.105188444"
"Genetta pardina"	"Genetta_pardina"	"Carnivora"	"Viverridae"	"Genetta"	"pardina"	NA	NA	NA	"15.4"	"1032"	"VonBonin1937"	NA	"0.18721638"	"0.061882016"
"Mustela nivalis"	"Mustela_nivalis"	"Carnivora"	"Mustelidae"	"Mustela"	"nivalis"	NA	NA	NA	"2"	"60"	"IslerVanSchaik2012"	NA	"0.227380513"	"-0.020860777"
"Mustela frenata"	"Mustela_frenata"	"Carnivora"	"Mustelidae"	"Mustela"	"frenata"	NA	NA	NA	"4"	"165"	"IslerVanSchaik2012"	NA	"0.198907958"	"-0.005629741"
"Mustela altaica"	"Mustela_altaica"	"Carnivora"	"Mustelidae"	"Mustela"	"altaica"	">10"	NA	NA	"4.48"	"190"	"Gittleman1986"	NA	"0.202173315"	"0.003730551"
"Ictonyx libyca"	"Ictonyx_libyca"	"Carnivora"	"Mustelidae"	"Ictonyx"	"libyca"	">10"	NA	NA	"4.48"	"230"	"Gittleman1986"	NA	"0.139942067"	"-0.050246652"
"Poecilogale albinucha"	"Poecilogale_albinucha"	"Carnivora"	"Mustelidae"	"Poecilogale"	"albinucha"	NA	NA	NA	"4.5"	"250"	"IslerVanSchaik2012"	NA	"0.114717187"	"-0.071869245"
"Helogale parvula"	"Helogale_parvula"	"Carnivora"	"Herpestidae"	"Helogale"	"parvula"	NA	NA	NA	"4.8"	"267"	"IslerVanSchaik2012"	NA	"0.121317274"	"-0.06242697"
"Vormela peregusna"	"Vormela_peregusna"	"Carnivora"	"Mustelidae"	"Vormela"	"peregusna"	NA	NA	NA	"4.8"	"448"	"IslerVanSchaik2012"	NA	"-0.047259341"	"-0.208644415"
"Spilogale putorius"	"Spilogale_putorius"	"Carnivora"	"Mephitidae"	"Spilogale"	"putorius"	NA	NA	NA	"5"	"326"	"IslerVanSchaik2012"	NA	"0.074015689"	"-0.10110325"
"Mustela sibirica"	"Mustela_sibirica"	"Carnivora"	"Mustelidae"	"Mustela"	"sibirica"	NA	NA	NA	"6"	"395"	"IslerVanSchaik2012"	NA	"0.090661738"	"-0.076162841"
"Spilogale gracilis"	"Spilogale_gracilis"	"Carnivora"	"Mephitidae"	"Spilogale"	"gracilis"	NA	NA	NA	"6.81"	"420"	"Stankowich2016"	NA	"0.125668269"	"-0.038505023"
"Mustela vison"	"Neovison_vison"	"Carnivora"	"Mustelidae"	"Neovison"	"vison"	NA	NA	NA	"7"	"645"	"IslerVanSchaik2012"	NA	"-0.002114906"	"-0.147754557"
"Herpestes javanicus"	"Herpestes_javanicus"	"Carnivora"	"Herpestidae"	"Herpestes"	"javanicus"	NA	NA	NA	"7.2"	"527"	"IslerVanSchaik2012"	NA	"0.07593198"	"-0.078436706"
"Mustela lutreolina"	"Mustela_lutreolina"	"Carnivora"	"Mustelidae"	"Mustela"	"lutreolina"	NA	NA	NA	"8.5"	"538"	"IslerVanSchaik2012"	NA	"0.141289602"	"-0.012186609"
"Mustela lutreola"	"Mustela_lutreola"	"Carnivora"	"Mustelidae"	"Mustela"	"lutreola"	">10"	NA	NA	"8.5"	"590"	"Gittleman1986"	NA	"0.111237024"	"-0.038253161"
"Prionodon linsang"	"Prionodon_linsang"	"Carnivora"	"Viverridae"	"Prionodon"	"linsang"	NA	NA	NA	"8.5"	"698"	"IslerVanSchaik2012"	NA	"0.056483962"	"-0.085744047"
"Ictonyx striatus"	"Ictonyx_striatus"	"Carnivora"	"Mustelidae"	"Ictonyx"	"striatus"	NA	NA	NA	"8.5"	"713"	"IslerVanSchaik2012"	NA	"0.049558318"	"-0.091751108"
"Mustela nigripes"	"Mustela_nigripes"	"Carnivora"	"Mustelidae"	"Mustela"	"nigripes"	NA	NA	NA	"8.5"	"809"	"IslerVanSchaik2012"	NA	"0.008413696"	"-0.127438511"
"Galerella sanguinea"	"Galerella_sanguinea"	"Carnivora"	"Herpestidae"	"Galerella"	"sanguinea"	NA	NA	NA	"8.8"	"533"	"IslerVanSchaik2012"	NA	"0.159394677"	"0.005515079"
"Prionodon pardicolor"	"Prionodon_pardicolor"	"Carnivora"	"Viverridae"	"Prionodon"	"pardicolor"	">10"	NA	NA	"9.03"	"450"	"Gittleman1986"	NA	"0.225736284"	"0.064543649"
"Crossarchus obscurus"	"Crossarchus_obscurus"	"Carnivora"	"Herpestidae"	"Crossarchus"	"obscurus"	NA	NA	NA	"9.99"	"865"	"Perez-Barberia.etal.2007"	"Dunbar_1998"	"0.056759368"	"-0.076201276"
"Suricata suricatta"	"Suricata_suricatta"	"Carnivora"	"Herpestidae"	"Suricata"	"suricatta"	NA	NA	NA	"10.3"	"725"	"IslerVanSchaik2012"	NA	"0.127540209"	"-0.013048158"
"Herpestes edwardsi"	"Herpestes_edwardsi"	"Carnivora"	"Herpestidae"	"Herpestes"	"edwardsi"	">10"	NA	NA	"10.49"	"1260"	"Gittleman1986"	NA	"-0.044547587"	"-0.161258187"
"Cynictis penicillata"	"Cynictis_penicillata"	"Carnivora"	"Herpestidae"	"Cynictis"	"penicillata"	NA	NA	NA	"10.5"	"571"	"IslerVanSchaik2012"	NA	"0.213669423"	"0.062765079"
"Mungos mungo"	"Mungos_mungo"	"Carnivora"	"Herpestidae"	"Mungos"	"mungo"	NA	NA	NA	"10.5"	"860"	"IslerVanSchaik2012"	NA	"0.080271439"	"-0.052939655"
"Galidia elegans"	"Galidia_elegans"	"Carnivora"	"Eupleridae"	"Galidia"	"elegans"	NA	NA	NA	"10.7"	"914"	"IslerVanSchaik2012"	NA	"0.068629926"	"-0.061950219"
"Salanoia concolor"	"Salanoia_concolor"	"Carnivora"	"Eupleridae"	"Salanoia"	"concolor"	">10"	NA	NA	"11.02"	"780"	"Gittleman1986"	NA	"0.133066913"	"-0.004362397"
"Galerella pulverulenta"	"Galerella_pulverulenta"	"Carnivora"	"Herpestidae"	"Galerella"	"pulverulenta"	">10"	NA	NA	"11.02"	"840"	"Gittleman1986"	NA	"0.108928179"	"-0.025299489"
"Herpestes fuscus"	"Herpestes_fuscus"	"Carnivora"	"Herpestidae"	"Herpestes"	"fuscus"	">10"	NA	NA	"12.55"	"1120"	"Gittleman1986"	NA	"0.071685395"	"-0.050113715"
"Conepatus humboldtii"	"Conepatus_humboldtii"	"Carnivora"	"Mephitidae"	"Conepatus"	"humboldtii"	NA	NA	NA	"12.6"	"1294"	"Perez-Barberia.etal.2007"	"Dunbar_1998"	"0.026374592"	"-0.08918568"
"Genetta genetta"	"Genetta_genetta"	"Carnivora"	"Viverridae"	"Genetta"	"genetta"	NA	NA	NA	"14"	"1820"	"IslerVanSchaik2012"	NA	"-0.038971773"	"-0.139795779"
"Conepatus leuconotus"	"Conepatus_leuconotus"	"Carnivora"	"Mephitidae"	"Conepatus"	"leuconotus"	NA	NA	NA	"14.4"	"2010"	"IslerVanSchaik2012"	NA	"-0.059081117"	"-0.1556152"
"Herpestes smithii"	"Herpestes_smithii"	"Carnivora"	"Herpestidae"	"Herpestes"	"smithii"	NA	NA	NA	"14.6"	"1205"	"Perez-Barberia.etal.2007"	"Kruska_1988"	"0.113567538"	"-0.005071278"
"Mydaus marchei"	"Mydaus_marchei"	"Carnivora"	"Mephitidae"	"Mydaus"	"marchei"	NA	NA	NA	"14.87"	"1414"	"Stankowich2016"	NA	"0.0694284"	"-0.042300494"
"Genetta angolensis"	"Genetta_angolensis"	"Carnivora"	"Viverridae"	"Genetta"	"angolensis"	">10"	NA	NA	"15.49"	"2100"	"Gittleman1986"	NA	"-0.04165975"	"-0.136301455"
"Martes americana"	"Martes_americana"	"Carnivora"	"Mustelidae"	"Martes"	"americana"	">10"	NA	NA	"15.8"	"860"	"Gittleman1986"	NA	"0.257739227"	"0.124528133"
"Paracynictis selousi"	"Paracynictis_selousi"	"Carnivora"	"Herpestidae"	"Paracynictis"	"selousi"	">10"	NA	NA	"15.8"	"1700"	"Gittleman1986"	NA	"0.035774332"	"-0.067996433"
"Bassariscus astutus"	"Bassariscus_astutus"	"Carnivora"	"Procyonidae"	"Bassariscus"	"astutus"	NA	NA	NA	"16"	"985"	"IslerVanSchaik2012"	NA	"0.218998381"	"0.091650254"
"Genetta servalina"	"Genetta_servalina"	"Carnivora"	"Viverridae"	"Genetta"	"servalina"	NA	NA	NA	"16"	"1295"	"Perez-Barberia.etal.2007"	"Kruska_1988"	"0.129872408"	"0.01434551"
"Viverricula indica"	"Viverricula_indica"	"Carnivora"	"Viverridae"	"Viverricula"	"indica"	">10"	NA	NA	"16.78"	"2660"	"Gittleman1986"	NA	"-0.083916676"	"-0.168345817"
"Bdeogale crassicauda"	"Bdeogale_crassicauda"	"Carnivora"	"Herpestidae"	"Bdeogale"	"crassicauda"	">10"	NA	NA	"16.95"	"1250"	"Gittleman1986"	NA	"-0.086804447"	"-0.170269926"
"Rhynchogale melleri"	"Rhynchogale_melleri"	"Carnivora"	"Herpestidae"	"Rhynchogale"	"melleri"	">10"	NA	NA	"16.95"	"2720"	"Gittleman1986"	NA	"-0.086804447"	"-0.170269926"
"Eupleres goudotii"	"Eupleres_goudotii"	"Carnivora"	"Eupleridae"	"Eupleres"	"goudotii"	NA	NA	NA	"17"	"1850"	"IslerVanSchaik2012"	NA	"0.040023808"	"-0.060093875"
"Vulpes zerda"	"Vulpes_zerda"	"Carnivora"	"Canidae"	"Vulpes"	"zerda"	NA	NA	NA	"17.3"	"969"	"IslerVanSchaik2012"	NA	"0.258258891"	"0.130203236"
"Nandinia binotata"	"Nandinia_binotata"	"Carnivora"	"Nandiniidae"	"Nandinia"	"binotata"	NA	NA	NA	"17.3"	"3190"	"IslerVanSchaik2012"	NA	"-0.129844859"	"-0.206424348"
"Paradoxurus zeylonensis"	"Paradoxurus_zeylonensis"	"Carnivora"	"Viverridae"	"Paradoxurus"	"zeylonensis"	">10"	NA	NA	"17.81"	"2720"	"Gittleman1986"	NA	"-0.06531023"	"-0.148775709"
"Galictis vittatus"	"Galictis_vittata"	"Carnivora"	"Mustelidae"	"Galictis"	"vittata"	NA	NA	NA	"17.97"	"1328"	"Perez-Barberia.etal.2007"	"Dunbar_1998"	"0.172104197"	"0.057664416"
"Martes martes"	"Martes_martes"	"Carnivora"	"Mustelidae"	"Martes"	"martes"	NA	NA	NA	"18"	"982"	"IslerVanSchaik2012"	NA	"0.27114447"	"0.143664561"
"Martes zibellina"	"Martes_zibellina"	"Carnivora"	"Mustelidae"	"Martes"	"zibellina"	NA	NA	NA	"18.5"	"1130"	"IslerVanSchaik2012"	NA	"0.237318056"	"0.115902969"
"Conepatus chinga"	"Conepatus_chinga"	"Carnivora"	"Mephitidae"	"Conepatus"	"chinga"	NA	NA	NA	"18.7"	"1587"	"Perez-Barberia.etal.2007"	"Dunbar_1998"	"0.131363054"	"0.024620705"
"Galictis cuja"	"Galictis_cuja"	"Carnivora"	"Mustelidae"	"Galictis"	"cuja"	NA	NA	NA	"18.8"	"1190"	"Perez-Barberia.etal.2007"	"Dunbar_1998"	"0.227452633"	"0.108272652"
"Hemigalus derbyanus"	"Hemigalus_derbyanus"	"Carnivora"	"Viverridae"	"Hemigalus"	"derbyanus"	NA	NA	NA	"18.9"	"2041"	"IslerVanSchaik2012"	NA	"0.054032939"	"-0.041839924"
"Prionailurus rubiginosus"	"Prionailurus_rubiginosus"	"Carnivora"	"Felidae"	"Prionailurus"	"rubiginosus"	">10"	NA	NA	"18.92"	"1420"	"Gittleman1986"	NA	"0.172659349"	"0.061113387"
"Bassaricyon gabbii"	"Bassaricyon_gabbii"	"Carnivora"	"Procyonidae"	"Bassaricyon"	"gabbii"	NA	NA	NA	"19.3"	"1250"	"Patzke.etal.2015/Pantheria"	"Baron, et al 1996"	"0.222829657"	"0.105774813"
"Bassaricyon alleni"	"Bassaricyon_alleni"	"Carnivora"	"Procyonidae"	"Bassaricyon"	"alleni"	NA	NA	NA	"19.37"	"1235"	"Stankowich2016"	NA	"0.228334296"	"0.110757888"
"Mydaus javanensis"	"Mydaus_javanensis"	"Carnivora"	"Mephitidae"	"Mydaus"	"javanensis"	">10"	NA	NA	"19.49"	"2510"	"Gittleman1986"	NA	"9.32E-06"	"-0.086927437"
"Fossa fossana"	"Fossa_fossana"	"Carnivora"	"Eupleridae"	"Fossa"	"fossana"	NA	NA	NA	"19.69"	"1500"	"Finarelli&Flynn2009"	NA	"0.172131583"	"0.062953469"
"Felis nigripes"	"Felis_nigripes"	"Carnivora"	"Felidae"	"Felis"	"nigripes"	NA	NA	NA	"20.1"	"1100"	"IslerVanSchaik2012"	NA	"0.282106784"	"0.159529231"
"Martes foina"	"Martes_foina"	"Carnivora"	"Mustelidae"	"Martes"	"foina"	NA	NA	NA	"20.9"	"1450"	"IslerVanSchaik2012"	NA	"0.209074697"	"0.098431954"
"Herpestes urva"	"Herpestes_urva"	"Carnivora"	"Herpestidae"	"Herpestes"	"urva"	">10"	NA	NA	"20.91"	"2360"	"Gittleman1986"	NA	"0.050622984"	"-0.038975951"
"Prionailurus planiceps"	"Prionailurus_planiceps"	"Carnivora"	"Felidae"	"Prionailurus"	"planiceps"	">10"	NA	NA	"21.98"	"2100"	"Gittleman1986"	NA	"0.11031652"	"0.015674816"
"Arctogalidia trivirgata"	"Arctogalidia_trivirgata"	"Carnivora"	"Viverridae"	"Arctogalidia"	"trivirgata"	">10"	NA	NA	"21.98"	"2460"	"Gittleman1986"	NA	"0.058779187"	"-0.02902686"
"Herpestes ichneumon"	"Herpestes_ichneumon"	"Carnivora"	"Herpestidae"	"Herpestes"	"ichneumon"	NA	NA	NA	"23.3"	"3265"	"IslerVanSchaik2012"	NA	"-0.008104487"	"-0.083680002"
"Viverra tangalunga"	"Viverra_tangalunga"	"Carnivora"	"Viverridae"	"Viverra"	"tangalunga"	NA	NA	NA	"24.1"	"4710"	"IslerVanSchaik2012"	NA	"-0.112797755"	"-0.172542693"
"Vulpes bengalensis"	"Vulpes_bengalensis"	"Carnivora"	"Canidae"	"Vulpes"	"bengalensis"	NA	NA	NA	"24.5"	"2260"	"IslerVanSchaik2012"	NA	"0.133537838"	"0.042068377"
"Vulpes pallida"	"Vulpes_pallida"	"Carnivora"	"Canidae"	"Vulpes"	"pallida"	">10"	NA	NA	"25.03"	"3600"	"Gittleman1986"	NA	"-0.008814338"	"-0.080170097"
"Herpestes naso"	"Herpestes_naso"	"Carnivora"	"Herpestidae"	"Herpestes"	"naso"	">10"	NA	NA	"25.53"	"3000"	"Gittleman1986"	NA	"0.059162108"	"-0.020070381"
"Felis catus"	"Felis_catus"	"Carnivora"	"Felidae"	"Felis"	"catus"	NA	NA	NA	"25.6"	"3300"	"Savage and West 2006"	"Meddis R 1983"	"0.029306459"	"-0.045808401"
"Herpestes vitticollis"	"Herpestes_vitticollis"	"Carnivora"	"Herpestidae"	"Herpestes"	"vitticollis"	">10"	NA	NA	"25.79"	"2290"	"Gittleman1986"	NA	"0.151527774"	"0.060628023"
"Vulpes rueppellii"	"Vulpes_rueppellii"	"Carnivora"	"Canidae"	"Vulpes"	"rueppellii"	NA	NA	NA	"25.8"	"2250"	"Perez-Barberia.etal.2007"	"Dunbar_1998"	"0.157435914"	"0.065774867"
"Paradoxurus hermaphroditus"	"Paradoxurus_hermaphroditus"	"Carnivora"	"Viverridae"	"Paradoxurus"	"hermaphroditus"	"2"	NA	NA	"25.95"	"2773.5"	"Boddy2012"	"Warncke 1908; Silva & Downing 1995"	"0.091818704"	"0.00919473"
